timestamp,symbol,price,day_high,day_low,open,volume,log_returns
2025-11-18 18:11:00,AAPL,268.354,270.71,265.32,269.915,21738431,0.0019127368403988856
2025-11-18 18:12:00,AAPL,268.45,270.705,265.32,269.99,21762551,0.002270409290765968
2025-11-18 18:13:00,AAPL,268.385,270.71,265.32,269.915,21809270,0.0020282492217778532
2025-11-18 18:14:00,AAPL,268.1987,270.705,265.32,269.99,21887031,0.0013338561290101292
2025-11-18 18:15:00,AAPL,268.51999,270.705,265.32,269.99,22010946,0.002531094251563759
2025-11-18 18:16:00,AAPL,268.29019,270.705,265.32,269.99,22060357,0.0016749256370363437
2025-11-18 18:17:00,AAPL,268.49,270.705,265.32,269.99,22125799,0.0024194017296754766
2025-11-18 18:18:00,AAPL,268.39,270.705,265.32,269.99,22201469,0.0020468790014811548
2025-11-18 18:19:00,AAPL,268.41,270.71,265.32,269.915,22238837,0.002121394649801849
2025-11-18 18:20:00,AAPL,268.485,270.71,265.32,269.915,22306010,0.002400778888760649
2025-11-18 18:21:00,AAPL,268.302,270.71,265.32,269.99,22374079,0.0017189441681369608
2025-11-18 18:22:00,AAPL,268.5143,270.71,265.32,269.99,22409545,0.0025099037983426402
2025-11-18 18:23:00,AAPL,268.62,270.71,265.32,269.99,22440724,0.0029034739031168245
2025-11-18 18:24:00,AAPL,268.66,270.71,265.32,269.99,22469526,0.003052372057054744
2025-11-18 18:25:00,AAPL,268.72,270.71,265.32,269.99,22500420,0.003275677726224894
2025-11-18 18:26:00,AAPL,268.59,270.71,265.32,269.99,22523732,0.002791785736361866
2025-11-18 18:27:00,AAPL,268.57,270.71,265.32,269.99,22547050,0.0027173200277861645
2025-11-18 18:28:00,AAPL,268.88,270.71,265.32,269.99,22604466,0.0038709158390377424
2025-11-18 18:29:00,AAPL,268.695,270.71,265.32,269.99,22651206,0.0031826397573627343
2025-11-18 18:30:00,AAPL,268.425,270.71,265.32,269.99,22704680,0.00217727774238668
2025-11-18 18:31:00,AAPL,268.75,270.71,265.32,269.99,22745459,0.0033873118640600323
2025-11-18 18:32:00,AAPL,268.98,270.71,265.32,269.99,22857056,0.0042427598175907985
2025-11-18 18:33:00,AAPL,269.1263,270.71,265.32,269.99,22934733,0.0047865185641608205
2025-11-18 18:34:00,AAPL,269.05,270.71,265.32,269.99,22984716,0.004502968357616139
2025-11-18 18:35:00,AAPL,269.095,270.71,265.32,269.99,23032815,0.0046702095290658465
2025-11-18 18:36:00,AAPL,268.8643,270.71,265.32,269.99,23085275,0.003812523774242462
2025-11-18 18:37:00,AAPL,268.64,270.71,265.32,269.99,23118632,0.0029779257514182017
2025-11-18 18:38:00,AAPL,268.52,270.71,265.32,269.915,23168395,0.002531131492738285
2025-11-18 18:39:00,AAPL,268.545,270.71,265.32,269.915,23209118,0.0026242300935337627
2025-11-18 18:40:00,AAPL,268.54,270.71,265.32,269.99,23245451,0.0026056110667496257
2025-11-18 18:41:00,AAPL,268.88,270.71,265.32,269.99,23317103,0.0038709158390377424
2025-11-18 18:42:00,AAPL,268.75,270.71,265.32,269.99,23353563,0.0033873118640600323
2025-11-18 18:43:00,AAPL,268.66,270.71,265.32,269.99,23417217,0.003052372057054744
2025-11-18 18:44:00,AAPL,268.6402,270.71,265.32,269.99,23505646,0.002978670241909415
2025-11-18 18:45:00,AAPL,268.55,270.71,265.32,269.99,23562090,0.0026428487736559745
2025-11-18 18:46:00,AAPL,268.61,270.71,265.32,269.99,23606519,0.0028662459002087035
2025-11-18 18:47:00,AAPL,268.725,270.71,265.32,269.99,23632075,0.003294284281314918
2025-11-18 18:48:00,AAPL,268.755,270.71,265.32,269.99,23667225,0.0034059163421585764
2025-11-18 18:49:00,AAPL,268.7161,270.71,265.32,269.99,23702091,0.0032611643729161524
2025-11-18 18:50:00,AAPL,268.905,270.71,265.32,269.99,23751062,0.003963889797099064
2025-11-18 18:51:00,AAPL,268.91,270.71,265.32,269.99,23776993,0.00398248355145764
2025-11-18 18:52:00,AAPL,268.6708,270.71,265.32,269.99,23801538,0.0030925707577487633
2025-11-18 18:53:00,AAPL,269.16,270.71,265.32,269.99,23841075,0.004911730742304936
2025-11-18 18:54:00,AAPL,269.05,270.71,265.32,269.99,23887211,0.004502968357616139
2025-11-18 18:55:00,AAPL,269.05,270.71,265.32,269.99,23914106,0.004502968357616139
2025-11-18 18:56:00,AAPL,268.71,270.71,265.32,269.915,23974478,0.0032384635774011807
2025-11-18 18:57:00,AAPL,268.71,270.71,265.32,269.99,24011278,0.0032384635774011807
2025-11-18 18:58:00,AAPL,268.6197,270.71,265.32,269.99,24042362,0.002902357083194607
2025-11-18 18:59:00,AAPL,268.38,270.71,265.32,269.99,24091570,0.0020096190949991724
2025-11-18 19:00:00,AAPL,268.25,270.71,265.32,269.99,24155472,0.0015251139329954637
2025-11-18 19:02:00,AAPL,268.4,270.71,265.32,269.99,24348186,0.0020841375197142324
2025-11-18 19:03:00,AAPL,268.44,270.71,265.32,269.915,24351993,0.002233157712225982
2025-11-18 19:04:00,AAPL,268.25,270.71,265.32,269.99,24397437,0.0015251139329954637
2025-11-18 19:05:00,AAPL,268.32,270.71,265.32,269.915,24429836,0.0017860304970861488
2025-11-18 19:06:00,AAPL,268.43,270.71,265.32,269.99,24478293,0.002195904745954419
2025-11-18 19:07:00,AAPL,268.4601,270.71,265.32,269.99,24509978,0.0023080319765796087
2025-11-18 19:08:00,AAPL,268.4799,270.71,265.32,269.99,24546763,0.0023817832337365602
2025-11-18 19:09:00,AAPL,268.47,270.71,265.32,269.99,24584918,0.002344908285064076
2025-11-18 19:10:00,AAPL,268.63,270.71,265.32,269.99,24626148,0.0029407005201521168
2025-11-18 19:11:00,AAPL,268.415,270.71,265.32,269.99,24688852,0.0021400226943235436
2025-11-18 19:12:00,AAPL,268.335,270.71,265.32,269.915,24735395,0.0018419323334759768
2025-11-18 19:13:00,AAPL,268.38,270.71,265.32,269.99,24802604,0.0020096190949991724
2025-11-18 19:14:00,AAPL,268.49,270.71,265.32,269.99,24862067,0.0024194017296754766
2025-11-18 19:15:00,AAPL,268.485,270.71,265.32,269.99,24898464,0.002400778888760649
2025-11-18 19:16:00,AAPL,268.28,270.71,265.32,269.99,24926774,0.001636943653723979
2025-11-18 19:17:00,AAPL,268.2988,270.71,265.32,269.915,24986356,0.0017070172384713493
2025-11-18 19:18:00,AAPL,268.1694,270.71,265.32,269.99,25017119,0.0012246028008231085
2025-11-18 19:19:00,AAPL,268.2872,270.71,265.32,269.99,25048379,0.0016637809259256408
2025-11-18 19:20:00,AAPL,268.43,270.705,265.32,269.99,25095015,0.002195904745954419
2025-11-18 19:21:00,AAPL,268.25,270.705,265.32,269.99,25137192,0.0015251139329954637
2025-11-18 19:22:00,AAPL,268.09,270.71,265.32,269.915,25175850,0.0009284774533505537
2025-11-18 19:23:00,AAPL,268.16,270.705,265.32,269.99,25227597,0.0011895497159059385
2025-11-18 19:24:00,AAPL,268.1,270.71,265.32,269.99,25274957,0.0009657776641013283
2025-11-18 19:25:00,AAPL,268.09,270.71,265.32,269.915,25312045,0.0009284774533505537
2025-11-18 19:26:00,AAPL,268.25,270.71,265.32,269.99,25361278,0.0015251139329954637
2025-11-18 19:27:00,AAPL,268.2,270.71,265.32,269.99,25390441,0.0013387032697655737
2025-11-18 19:28:00,AAPL,268.1,270.71,265.32,269.99,25425512,0.0009657776641013283
2025-11-18 19:29:00,AAPL,267.98,270.71,265.32,269.99,25468859,0.000518083282649666
2025-11-18 19:30:00,AAPL,268.04,270.71,265.32,269.915,25508120,0.0007419555271576859
2025-11-18 19:31:00,AAPL,267.95,270.71,265.32,269.99,25546371,0.00040612836304686434
2025-11-18 19:32:00,AAPL,267.875,270.71,265.32,269.99,25606104,0.00012618621592874448
2025-11-18 19:33:00,AAPL,267.8502,270.71,265.32,269.915,25680556,3.360143545636222e-05
2025-11-18 19:34:00,AAPL,267.92,270.71,265.32,269.99,25729463,0.00029416090813685897
2025-11-18 19:35:00,AAPL,267.88,270.71,265.32,269.915,25764122,0.0001448514640370045
2025-11-18 19:36:00,AAPL,268.0898,270.71,265.32,269.99,25801316,0.0009277314349442317
2025-11-18 19:37:00,AAPL,268.11,270.71,265.32,269.99,25842263,0.001003076483597831
2025-11-18 19:38:00,AAPL,268.1402,270.71,265.32,269.915,25896231,0.0011157104743428471
2025-11-18 19:39:00,AAPL,268.3788,270.71,265.32,269.99,25960299,0.002005147812926352
2025-11-18 19:40:00,AAPL,268.57,270.71,265.32,269.99,26013623,0.0027173200277861645
2025-11-18 19:41:00,AAPL,268.62,270.71,265.32,269.99,26080652,0.0029034739031168245
2025-11-18 19:42:00,AAPL,268.4347,270.71,265.32,269.915,26142546,0.0022134138129506747
2025-11-18 19:43:00,AAPL,268.44,270.71,265.32,269.99,26178581,0.002233157712225982
2025-11-18 19:44:00,AAPL,268.38,270.71,265.32,269.99,26209581,0.0020096190949991724
2025-11-18 19:45:00,AAPL,268.1,270.71,265.32,269.99,26249839,0.0009657776641013283
2025-11-18 19:46:00,AAPL,268.3,270.71,265.32,269.915,26289500,0.0017114898537660302
2025-11-18 19:47:00,AAPL,268.25,270.71,265.32,269.99,26323781,0.0015251139329954637
2025-11-18 19:48:00,AAPL,268.53,270.71,265.32,269.915,26410031,0.0025683719731448233
2025-11-18 19:49:00,AAPL,268.31,270.71,265.32,269.99,26482946,0.0017487608699646386
2025-11-18 19:50:00,AAPL,268.33,270.71,265.32,269.915,26561397,0.0018232987352345415
2025-11-18 19:51:00,AAPL,268.39,270.71,265.32,269.99,26594250,0.0020468790014811548
2025-11-18 19:52:00,AAPL,268.4088,270.71,265.32,269.99,26633131,0.002116923867482028
2025-11-18 19:53:00,AAPL,268.372,270.71,265.32,269.99,26660372,0.0019798101702051627
2025-11-18 19:54:00,AAPL,268.26,270.71,265.32,269.99,26699171,0.0015623918961316906
2025-11-18 19:55:00,AAPL,268.14,270.71,265.32,269.915,26720870,0.0011149645956025596
2025-11-18 19:56:00,AAPL,268.28,270.71,265.32,269.99,26761574,0.001636943653723979
2025-11-18 19:57:00,AAPL,268.5208,270.71,265.32,269.915,26803165,0.0025341107822076684
2025-11-18 20:03:00,AAPL,268.5488,270.71,265.32,269.915,27125777,0.0026383803220415094
2025-11-18 20:05:00,AAPL,268.32,270.71,265.32,269.915,27188648,0.0017860304970861488
2025-11-18 20:06:00,AAPL,268.275,270.71,265.32,269.915,27223625,0.0016183062353784994
2025-11-18 20:07:00,AAPL,268.25,270.71,265.32,269.915,27269290,0.0015251139329954637
2025-11-18 20:31:00,AAPL,268.17,270.71,265.32,269.99,28433098,0.001226840190058454
2025-11-18 20:34:00,AAPL,267.98,270.71,265.32,269.99,28576584,0.000518083282649666
2025-11-18 20:42:00,AAPL,268.05,270.71,265.32,269.99,29088344,0.0007792626957342695
2025-11-18 20:46:00,AAPL,267.84,270.71,265.32,269.99,29334628,-4.480276702087599e-06
2025-11-18 20:48:00,AAPL,268.0551,270.71,265.32,269.99,29451132,0.0007982888157997683
2025-11-18 20:50:00,AAPL,267.835,270.71,265.32,269.99,29717868,-2.314831235848548e-05
2025-11-18 20:51:00,AAPL,268.05,270.71,265.32,269.99,29803523,0.0007792626957342695
2025-11-18 20:52:00,AAPL,267.85,270.71,265.32,269.99,29920648,3.285474915701395e-05
2025-11-18 20:53:00,AAPL,267.8024,270.71,265.32,269.99,30006864,-0.00014487244902360296
2025-11-18 20:54:00,AAPL,267.715,270.71,265.32,269.915,30155292,-0.00047128574866983874
2025-11-18 20:55:00,AAPL,267.7,270.71,265.32,269.915,30354799,-0.000527317051505619
2025-11-18 20:56:00,AAPL,267.76,270.71,265.32,269.99,30646110,-0.00030321067474127115
2025-11-18 20:57:00,AAPL,267.66,270.71,265.32,269.915,30850439,-0.0006767492095839727
2025-11-18 20:58:00,AAPL,267.59,270.71,265.32,269.99,31135103,-0.0009383092297581711
2025-11-18 20:59:00,AAPL,267.465,270.71,265.32,269.99,31629841,-0.0014055509236928824
2025-11-19 14:45:00,AAPL,269.435,269.435,265.5,265.525,3936394,0.00593290629684011
2025-11-19 14:46:00,AAPL,269.62,269.67,265.5,265.525,4070482,0.006619292685105622
2025-11-19 14:47:00,AAPL,269.2555,269.75,265.5,265.525,4212143,0.0052664753624038895
2025-11-19 14:48:00,AAPL,269.31,269.75,265.5,265.525,4299144,0.005468864858894353
2025-11-19 14:49:00,AAPL,269.44,269.75,265.5,265.525,4388801,0.005951463476149516
2025-11-19 14:50:00,AAPL,269.17,269.75,265.5,265.525,4473516,0.004948882675138551
2025-11-19 14:51:00,AAPL,269.03,269.67,265.5,265.525,4552074,0.004428629969238091
2025-11-19 14:52:00,AAPL,269.2,269.75,265.5,265.525,4610679,0.0050603301927603424
2025-11-19 14:53:00,AAPL,269.47,269.75,265.5,265.525,4697014,0.0060627993208397955
2025-11-19 14:54:00,AAPL,269.68,269.68,265.5,265.525,4780519,0.006841803347992904
2025-11-19 14:55:00,AAPL,270.045,270.07,265.5,265.525,5023547,0.00819434419988309
2025-11-19 14:56:00,AAPL,269.99,270.1915,265.5,265.525,5189825,0.007990653697637393
2025-11-19 14:57:00,AAPL,270.42,270.43,265.5,265.525,5362923,0.00958203835279962
2025-11-19 14:58:00,AAPL,270.28,270.49,265.5,265.525,5488961,0.00906419110616126
2025-11-19 14:59:00,AAPL,270.51,270.521,265.5,265.525,5624623,0.009914798602112624
2025-11-19 15:00:00,AAPL,270.87,270.91,265.5,265.525,5869599,0.01124473340968512
2025-11-19 15:01:00,AAPL,271.06,271.06,265.5,265.525,6045437,0.011945931010057547
2025-11-19 15:02:00,AAPL,270.67,271.12,265.5,265.525,6223409,0.010506099110859432
2025-11-19 15:03:00,AAPL,270.5428,271.1,265.5,265.525,6320236,0.01003604370070615
2025-11-19 15:04:00,AAPL,270.7129,271.12,265.5,265.525,6488903,0.010664582136791015
2025-11-19 15:05:00,AAPL,270.6758,271.1,265.5,265.525,6539116,0.010527527188809723
2025-11-19 15:06:00,AAPL,270.8,271.1,265.5,265.525,6598344,0.010986273460307507
2025-11-19 15:07:00,AAPL,270.78,271.12,265.5,265.525,6667350,0.010912415489152325
2025-11-19 15:08:00,AAPL,270.6,271.1,265.5,265.525,6719519,0.010247448158875384
2025-11-19 15:09:00,AAPL,270.69,271.12,265.5,265.525,6792197,0.010579987096706628
2025-11-19 15:10:00,AAPL,270.83,271.12,265.5,265.525,6834547,0.01109705018992237
2025-11-19 15:11:00,AAPL,271.32,271.3299,265.5,265.525,6987024,0.012904668500066309
2025-11-19 15:12:00,AAPL,271.18,271.42,265.5,265.525,7089352,0.012388539456350788
2025-11-19 15:13:00,AAPL,271.2658,271.42,265.5,265.525,7164042,0.01270488442838486
2025-11-19 15:14:00,AAPL,271.29,271.48,265.5,265.525,7245762,0.012794091842686097
2025-11-19 15:15:00,AAPL,271.13,271.48,265.5,265.525,7305321,0.012204143077372987
2025-11-19 15:16:00,AAPL,271.2843,271.48,265.5,265.525,7378427,0.012773080895428755
2025-11-19 15:17:00,AAPL,271.25,271.455,265.5,265.525,7442817,0.01264663727685679
2025-11-19 15:18:00,AAPL,270.98,271.455,265.5,265.525,7499441,0.011650749840472645
2025-11-19 15:19:00,AAPL,271.4,271.48,265.5,265.525,7717830,0.013199479822956144
2025-11-19 15:20:00,AAPL,271.4805,271.55,265.5,265.525,7849045,0.013496046012348027
2025-11-19 15:21:00,AAPL,271.51,271.63,265.5,265.525,8004504,0.013604703530404062
2025-11-19 15:22:00,AAPL,271.75,271.83,265.5,265.525,8105292,0.014488258423506395
2025-11-19 15:23:00,AAPL,271.725,271.83,265.5,265.525,8206135,0.014396257871438209
2025-11-19 15:24:00,AAPL,271.5539,271.83,265.5,265.525,8278362,0.013766378795858543
2025-11-19 15:25:00,AAPL,272.0358,272.05,265.5,265.525,8505353,0.015539407704401112
2025-11-19 15:26:00,AAPL,271.64,272.14001,265.5,265.525,8628603,0.014083392667778256
2025-11-19 15:27:00,AAPL,271.62,272.14001,265.5,265.525,8738756,0.014009763098109753
2025-11-19 15:28:00,AAPL,272.0056,272.16,265.5,265.525,8830881,0.015428386741544247
2025-11-19 15:29:00,AAPL,271.5715,272.16,265.5,265.525,8900871,0.013831188874732399
2025-11-19 15:30:00,AAPL,271.85,272.16,265.5,265.525,8999075,0.01485617601411739
2025-11-19 15:31:00,AAPL,271.58,272.16,265.5,265.525,9092164,0.01386248769283604
2025-11-19 15:32:00,AAPL,271.49,272.16,265.5,265.525,9169033,0.013531038705324636
2025-11-19 15:33:00,AAPL,271.7,272.16,265.5,265.525,9243708,0.014304248854489662
2025-11-19 15:34:00,AAPL,271.61,272.14001,265.5,265.525,9302818,0.01397294628018313
2025-11-19 15:35:00,AAPL,271.6429,272.14001,265.5,265.525,9349204,0.014094068505357545
2025-11-19 15:36:00,AAPL,271.31,272.16,265.5,265.525,9405906,0.012867810972833602
2025-11-19 15:37:00,AAPL,271.1004,272.16,265.5,265.525,9491654,0.012094964396024928
2025-11-19 15:38:00,AAPL,271.46,272.16,265.5,265.525,9559701,0.01342053129200643
2025-11-19 15:39:00,AAPL,271.44,272.16,265.5,265.525,9606675,0.013346852898162231
2025-11-19 15:40:00,AAPL,271.32,272.16,265.5,265.525,9641935,0.012904668500066309
2025-11-19 15:41:00,AAPL,271.07,272.16,265.5,265.525,9738150,0.011982822530545565
2025-11-19 15:42:00,AAPL,271.07,272.16,265.5,265.525,9778385,0.011982822530545565
2025-11-19 15:43:00,AAPL,271.13,272.16,265.5,265.525,9823872,0.012204143077372987
2025-11-19 15:44:00,AAPL,271.1198,272.16,265.5,265.525,9872975,0.012166522039979661
2025-11-19 15:45:00,AAPL,271.265,272.16,265.5,265.525,9933348,0.012701935287064092
2025-11-19 15:46:00,AAPL,271.02,272.21,265.5,265.525,10005713,0.011798351316755306
2025-11-19 15:47:00,AAPL,271.22,272.21,265.5,265.525,10069898,0.012536032081986828
2025-11-19 15:48:00,AAPL,271.1115,272.21,265.5,265.525,10117868,0.01213590779841642
2025-11-19 15:49:00,AAPL,271.26,272.21,265.5,265.525,10191886,0.012683502956756304
2025-11-19 15:50:00,AAPL,271.1767,272.21,265.5,265.525,10241057,0.012376370343292564
2025-11-19 15:51:00,AAPL,271.0911,272.21,265.5,265.525,10290866,0.012060659173604724
2025-11-19 15:52:00,AAPL,271.05,272.21,265.5,265.525,10339577,0.011909038128534813
2025-11-19 15:53:00,AAPL,270.8101,272.21,265.5,265.525,10405035,0.011023569662875203
2025-11-19 15:54:00,AAPL,270.8,272.21,265.5,265.525,10474629,0.010986273460307507
2025-11-19 15:55:00,AAPL,270.8672,272.21,265.5,265.525,10540482,0.011234396294198035
2025-11-19 15:56:00,AAPL,270.71,272.21,265.5,265.525,10595115,0.010653869623522506
2025-11-19 15:57:00,AAPL,270.4943,272.21,265.5,265.525,10719897,0.009856758397979708
2025-11-19 15:58:00,AAPL,270.17,272.21,265.5,265.525,10796333,0.00865712291661962
2025-11-19 15:59:00,AAPL,270.07,272.21,265.5,265.525,10863996,0.008286917077947388
2025-11-19 16:00:00,AAPL,270.3001,272.21,265.5,265.525,10929180,0.009138555663825359
2025-11-19 16:01:00,AAPL,270.3717,272.21,265.5,265.525,11001822,0.009403411350467688
2025-11-19 16:02:00,AAPL,270.4943,272.21,265.5,265.525,11057890,0.009856758397979708
2025-11-19 16:03:00,AAPL,270.5272,272.21,265.5,265.525,11102564,0.009978380182106585
2025-11-19 16:04:00,AAPL,270.38,272.21,265.5,265.525,11150664,0.009434109358446872
2025-11-19 16:05:00,AAPL,270.3872,272.21,265.5,265.525,11183303,0.009460738192445809
2025-11-19 16:06:00,AAPL,269.97,272.21,265.5,265.525,11240802,0.007916574136154446
2025-11-19 16:08:00,AAPL,269.6343,272.21,265.5,265.525,11418388,0.006672328887147357
2025-11-19 16:09:00,AAPL,269.6058,272.21,265.5,265.525,11433851,0.00656662458204641
2025-11-19 16:10:00,AAPL,269.58,272.21,265.5,265.525,11498695,0.00647092473231105
2025-11-19 16:16:00,AAPL,269.5024,272.21,265.5,265.525,11942625,0.006183028111920683
2025-11-19 16:20:00,AAPL,269.83,272.21,265.5,265.525,12120362,0.007397863490955991
2025-11-19 16:21:00,AAPL,269.81,272.21,265.5,265.525,12126871,0.0073237400011883025
2025-11-19 16:22:00,AAPL,270.02,272.21,265.5,265.525,12256909,0.008101762751287635
2025-11-19 16:23:00,AAPL,270.1268,272.21,265.5,265.525,12297527,0.008497210808711091
2025-11-19 16:24:00,AAPL,269.8,272.21,265.5,265.525,12359932,0.007286676195843128
2025-11-19 16:25:00,AAPL,269.47,272.21,265.5,265.525,12417602,0.0060627993208397955
2025-11-19 16:26:00,AAPL,269.6943,272.21,265.5,265.525,12468555,0.006894827750539839
2025-11-19 16:27:00,AAPL,269.579,272.21,265.5,265.525,12506588,0.006467215251434409
2025-11-19 16:28:00,AAPL,269.5458,272.21,265.5,265.525,12537346,0.0063440526737086
2025-11-19 16:29:00,AAPL,269.64,272.21,265.5,265.525,12574979,0.006693468407425581
2025-11-19 16:30:00,AAPL,269.69,272.21,265.5,265.525,12600005,0.006878883645380954
2025-11-19 16:31:00,AAPL,269.775,272.21,265.5,265.525,12638622,0.007194010671984743
2025-11-19 16:32:00,AAPL,269.695,272.21,265.5,265.525,12671928,0.006897423278482275
2025-11-19 16:33:00,AAPL,269.56,272.21,265.5,265.525,12696531,0.006396732500203861
2025-11-19 16:34:00,AAPL,269.75,272.21,265.5,265.525,12747124,0.007101336560431697
2025-11-19 16:35:00,AAPL,270.01,272.21,265.5,265.525,12859046,0.008064727771745191
